title,link,salary,company,area,update_time,exp_title,education,com_type
ESL teacher,http://www.jobleadchina.com/job/958,13K/MTH - 17K/MTH,Meten English,Nanjing,"Post time: July 28, 2017",Experience: Entry Level,Bachelor,Teaching Center
native english teacher,http://www.jobleadchina.com/job/956,7K/MTH - 20K/MTH, FIRST HUMAN RESOURCES MANAGEMENT,Chongqing,"Post time: July 27, 2017",Experience: Mid-Senior Level,Bachelor,Information Technology Services
Part time Online English Teacher ,http://www.jobleadchina.com/job/947,6K/MTH - 9K/MTH,Ehello,Nanjing,"Post time: July 25, 2017",Experience: Associate,Bachelor,Teaching Center
 Looking for English teachers in a private primary,http://www.jobleadchina.com/job/942,10K/MTH - 15K/MTH,Zhejiang Commercial Human Resources Center,Hangzhou,"Post time: July 25, 2017",Experience: Mid-Senior Level,Bachelor,Others
English Teacher,http://www.jobleadchina.com/job/934,11K/MTH - 16K/MTH,Field Education,Beijing,"Post time: July 22, 2017",Experience: Associate,Bachelor,School
ESL teacher,http://www.jobleadchina.com/job/933,13K/MTH - 20K/MTH,Phinnie Education Group,Others,"Post time: July 21, 2017",Experience: Mid-Senior Level,Bachelor,School
ESL teacher,http://www.jobleadchina.com/job/932,13K/MTH - 20K/MTH,Phinnie Education Group,Chengdu,"Post time: July 21, 2017",Experience: Mid-Senior Level,Bachelor,School
ESL teacher,http://www.jobleadchina.com/job/931,13K/MTH - 20K/MTH,Phinnie Education Group,Beijing,"Post time: July 21, 2017",Experience: Mid-Senior Level,Bachelor,School
looking for English teachers,http://www.jobleadchina.com/job/930,10K/MTH - 15K/MTH,Zhejiang Commercial Human Resources Center,Hangzhou,"Post time: July 21, 2017",Experience: Mid-Senior Level,Bachelor,Others
ENGLISH  TUTOR-TEACHER,http://www.jobleadchina.com/job/904,18K/MTH - 20K/MTH,美国私塾,Shanghai,"Post time: July 21, 2017",Experience: Associate,Any education,Teaching Center
High School Teacher,http://www.jobleadchina.com/job/921,20K/MTH - 30K/MTH,Metro Education,Shanghai,"Post time: July 20, 2017",Experience: Mid-Senior Level,Bachelor,School
English Trainer/ Other Language Trainer,http://www.jobleadchina.com/job/920,6000K/MTH - 12000K/MTH,"iMandarin, NEWORLD EDU",Shanghai,"Post time: July 20, 2017",Experience: Associate,Bachelor,Teaching Center
Teaching English in Beijing and other cities good ,http://www.jobleadchina.com/job/745,10K/MTH - 16K/MTH,ESL JOB IN CHINA,Beijing,"Post time: July 19, 2017",Experience: Entry Level,Any education,Teaching Center
English teaching position with good salary and ben,http://www.jobleadchina.com/job/909,13K/MTH - 17K/MTH,V-Ron International English,Others,"Post time: July 18, 2017",Experience: Associate,Bachelor,Teaching Center
ESL teacher wanted in China for kids from 3 to 14 ,http://www.jobleadchina.com/job/908,13K/MTH - 17K/MTH,V-Ron International English,Others,"Post time: July 18, 2017",Experience: Associate,Bachelor,Teaching Center
ENGLISH  TUTOR-TEACHER,http://www.jobleadchina.com/job/903,1000K/MTH - 3000K/MTH,美国私塾,Shanghai,"Post time: July 17, 2017",Experience: Associate,Associate,Teaching Center
Foreigner teacher for baby group(age1-3) ,http://www.jobleadchina.com/job/902,2500K/MTH - 5000K/MTH,Intelligent Baby,Shanghai,"Post time: July 16, 2017",Experience: Associate,Any education,Teaching Center
ENGLISH TEACHER ,http://www.jobleadchina.com/job/766,10000K/MTH - 17000K/MTH,ESL JOB IN CHINA,Beijing,"Post time: July 14, 2017",Experience: Executive,Any education,Teaching Center
ENGLISH  TUTOR-TEACHER,http://www.jobleadchina.com/job/892,12000K/MTH - 20000K/MTH,美国私塾,Shanghai,"Post time: July 14, 2017",Experience: Associate,Any education,Teaching Center
English tutor teacher,http://www.jobleadchina.com/job/898,1K/MTH - 5K/MTH,美国私塾,Others,"Post time: July 14, 2017",Experience: Mid-Senior Level,Associate,Teaching Center
ENGLISH TEACHING,http://www.jobleadchina.com/job/764,13000K/MTH - 16000K/MTH,ESL JOB IN CHINA,Beijing,"Post time: July 14, 2017",Experience: Entry Level,Any education,Teaching Center
English teacher in Kunshan city,http://www.jobleadchina.com/job/896,400K/MTH - 10000K/MTH,Yogor,Others,"Post time: July 13, 2017",Experience: Entry Level,Any education,Teaching Center
ENGLISH  TUTOR-TEACHER,http://www.jobleadchina.com/job/893,2K/MTH - 10K/MTH,美国私塾,Others,"Post time: July 12, 2017",Experience: Associate,Any education,Teaching Center
Part-time Book Club Teacher,http://www.jobleadchina.com/job/891,2000K/MTH - 5000K/MTH,BOTO,Beijing,"Post time: July 12, 2017",Experience: Entry Level,Bachelor,Teaching Center
looking for English teacher in a private primary s,http://www.jobleadchina.com/job/885,10K/MTH - 15K/MTH,Zhejiang Commercial Human Resources Center,Hangzhou,"Post time: July 10, 2017",Experience: Mid-Senior Level,Bachelor,Others
kindergarten English Teacher,http://www.jobleadchina.com/job/884,10K/MTH - 20K/MTH,Link Resources,Shanghai,"Post time: July 10, 2017",Experience: Entry Level,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/883,15K/MTH - 18K/MTH,Link Resources,Shanghai,"Post time: July 10, 2017",Experience: Entry Level,Any education,Teaching Center
Oral English teacher,http://www.jobleadchina.com/job/881,11000K/MTH - 16000K/MTH,Best Promise English,Qingdao,"Post time: July 10, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
ESL Teachers for Kids ,http://www.jobleadchina.com/job/847,14K/MTH - 22K/MTH,Wingokids English School,Shanghai,"Post time: July 07, 2017",Experience: Entry Level,Any education,Teaching Center
Piano Teacher,http://www.jobleadchina.com/job/877,6K/MTH - 12K/MTH,Jie Chen Music & Art Academy,Shanghai,"Post time: July 06, 2017",Experience: Entry Level,Any education,Teaching Center
Early Childhood Teacher,http://www.jobleadchina.com/job/876,8K/MTH - 12K/MTH,Jie Chen Music & Art Academy,Shanghai,"Post time: July 06, 2017",Experience: Entry Level,Any education,Teaching Center
Oral English teacher,http://www.jobleadchina.com/job/873,12000K/MTH - 16000K/MTH,Best Promise English,Qingdao,"Post time: July 06, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
Native English Teacher,http://www.jobleadchina.com/job/871,12000K/MTH - 15000K/MTH,Best Promise English,Qingdao,"Post time: July 05, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
Online English Teacher,http://www.jobleadchina.com/job/862,1000K/MTH - 20000K/MTH,7talkEnglish,Others,"Post time: July 04, 2017",Experience: Entry Level,Any education,Teaching Center
Native English Teacher,http://www.jobleadchina.com/job/852,8K/MTH - 12K/MTH,EF Guiyang School,Others,"Post time: July 01, 2017",Experience: Associate,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/848,7K/MTH - 8K/MTH,Shane English,Shanghai,"Post time: June 29, 2017",Experience: Associate,Any education,Teaching Center
ESL Teachers Needed in Wuhan ,http://www.jobleadchina.com/job/851,10000K/MTH - 16000K/MTH,The Intelligent and Creative Sailor Company,Others,"Post time: June 29, 2017",Experience: Associate,Bachelor,Others
ESL/EFL Foreign Teacher based in Xuzhou Jiangsu Pr,http://www.jobleadchina.com/job/850,13000K/MTH - 15000K/MTH,The Intelligent and Creative Sailor Company,Others,"Post time: June 29, 2017",Experience: Associate,Bachelor,Others
Part-time Preschool Teacher,http://www.jobleadchina.com/job/830,3K/MTH - 5K/MTH,BOSI EDUCATION 博思少儿英语,Beijing,"Post time: June 23, 2017",Experience: Entry Level,Bachelor,School
Part-time Kids ESL Teacher,http://www.jobleadchina.com/job/553,7K/MTH - 12K/MTH,BOSI EDUCATION 博思少儿英语,Beijing,"Post time: June 23, 2017",Experience: Entry Level,Any education,School
No Requirements ENGLISH TEACHING job in China,http://www.jobleadchina.com/job/779,7000K/MTH - 15000K/MTH,ESL JOB IN CHINA,Beijing,"Post time: June 23, 2017",Experience: Mid-Senior Level,Any education,Teaching Center
Science Teacher,http://www.jobleadchina.com/job/820,10K/MTH - 25K/MTH,Prestige,Shanghai,"Post time: June 22, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
Math Teacher,http://www.jobleadchina.com/job/819,10K/MTH - 25K/MTH,Prestige,Shanghai,"Post time: June 22, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
English tutor,http://www.jobleadchina.com/job/796,5000K/MTH - 20000K/MTH,VICCO.EDU,Guangzhou,"Post time: June 19, 2017",Experience: Executive,Bachelor,Teaching Center
English teacher,http://www.jobleadchina.com/job/757,14K/MTH - 20K/MTH,Wingokids English School,Shanghai,"Post time: June 16, 2017",Experience: Mid-Senior Level,Any education,School
Senior Academic Consultant,http://www.jobleadchina.com/job/763,10K/MTH - 20K/MTH,悦见教育,Beijing,"Post time: June 16, 2017",Experience: Mid-Senior Level,Any education,Teaching Center
Part-time/Full-time English Teacher,http://www.jobleadchina.com/job/778,12K/MTH - 19K/MTH,Cecilia,Hangzhou,"Post time: June 16, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
Hurry!! AP Chemistry teacher  in high school,http://www.jobleadchina.com/job/615,10K/MTH - 30K/MTH,Sendelta Education,Shenzhen,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
Hurry!! Oral English Teacher needed in Guangzhou,http://www.jobleadchina.com/job/706,10K/MTH - 30K/MTH,Sendelta Education,Guangzhou,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
AP Literarure teacher in Shenzhen high school,http://www.jobleadchina.com/job/612,10K/MTH - 30K/MTH,Sendelta Education,Shenzhen,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
Hurry !!AP Chemistry teacher needed in Futian Expe,http://www.jobleadchina.com/job/613,10K/MTH - 30K/MTH,Sendelta Education,Shenzhen,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
Part-time US history/human geography teacher in Ch,http://www.jobleadchina.com/job/619,4K/MTH - 6K/MTH,Sendelta Education,Others,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
Part-time AP US history/Human geography teacher in,http://www.jobleadchina.com/job/651,4000K/MTH - 6000K/MTH,Sendelta Education,Others,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
AP Physics/Math teacher in Guangzhou,http://www.jobleadchina.com/job/692,10K/MTH - 25K/MTH,Sendelta Education,Guangzhou,"Post time: June 15, 2017",Experience: Entry Level,Any education,Teaching Center
full-time English teaching  job,http://www.jobleadchina.com/job/770,15K/MTH - 20K/MTH,Perfect English school,Beijing,"Post time: June 12, 2017",Experience: Mid-Senior Level,Any education,Teaching Center
Native English Teacher,http://www.jobleadchina.com/job/765,10K/MTH - 12K/MTH,EF Guiyang School,Others,"Post time: June 09, 2017",Experience: Associate,Bachelor,Teaching Center
Part-time/Full-time English Teacher,http://www.jobleadchina.com/job/761,14000K/MTH - 22000K/MTH,Cecilia,Hangzhou,"Post time: June 08, 2017",Experience: Mid-Senior Level,Bachelor,Teaching Center
Project Based English Trainer at Chang’an Ford in ,http://www.jobleadchina.com/job/760,9600K/MTH - 10600K/MTH,Linko,Chongqing,"Post time: June 08, 2017",Experience: Associate,Any education,Teaching Center
Project Based English Trainer at Chang’an Ford in ,http://www.jobleadchina.com/job/759,9600K/MTH - 10200K/MTH,Linko,Others,"Post time: June 08, 2017",Experience: Mid-Senior Level,Any education,Teaching Center
OCT Certified Teacher,http://www.jobleadchina.com/job/742,20K/MTH - 30K/MTH,Bond International College,Others,"Post time: June 06, 2017",Experience: Entry Level,Any education,School
Part-time/Full-time English Teacher,http://www.jobleadchina.com/job/748,18000K/MTH - 20000K/MTH,Cecilia,Hangzhou,"Post time: June 06, 2017",Experience: Entry Level,Any education,Teaching Center
"Teach English, Japanese, German, Korean etc. In Zh",http://www.jobleadchina.com/job/731,7K/MTH - 15K/MTH,Zhe Da Helen,Others,"Post time: May 27, 2017",Experience: Mid-Senior Level,Bachelor,Others
Part Time English Teachers are Needed!,http://www.jobleadchina.com/job/707,3K/MTH - 18K/MTH,BabyCandy,Beijing,"Post time: May 22, 2017",Experience: Associate,Bachelor,Teaching Center
Part Time Language Teachers needed,http://www.jobleadchina.com/job/540,3K/MTH - 8K/MTH,babycandy,Beijing,"Post time: May 22, 2017",Experience: Entry Level,Any education,Teaching Center
Middle-High School Literature Teacher,http://www.jobleadchina.com/job/703,20K/MTH - 30K/MTH,jadeclass,Shanghai,"Post time: May 19, 2017",Experience: Associate,Bachelor,School
English Teacher_Primary School,http://www.jobleadchina.com/job/701,20K/MTH - 30K/MTH,jadeclass,Shanghai,"Post time: May 19, 2017",Experience: Associate,Any education,School
Math-Science Teacher,http://www.jobleadchina.com/job/702,20K/MTH - 30K/MTH,jadeclass,Shanghai,"Post time: May 19, 2017",Experience: Associate,Bachelor,School
Freelance Language Tutor,http://www.jobleadchina.com/job/593,0K/MTH - 10K/MTH,pplingual,Ningbo,"Post time: May 17, 2017",Experience: Entry Level,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/685,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 17, 2017",Experience: Associate,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/684,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 17, 2017",Experience: Associate,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/683,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 17, 2017",Experience: Associate,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/682,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 17, 2017",Experience: Associate,Bachelor,Teaching Center
Basketball coach/Football coach in shanghai and be,http://www.jobleadchina.com/job/506,20K/MTH - 21K/MTH,FESCO ADECCO,Beijing,"Post time: May 16, 2017",Experience: Entry Level,Any education,Others
Foreign English teachers are Needed!,http://www.jobleadchina.com/job/675,3000K/MTH - 18000K/MTH,BabyCandy,Beijing,"Post time: May 15, 2017",Experience: Associate,Bachelor,Teaching Center
"ESL/EFL in Shanghai, city center area",http://www.jobleadchina.com/job/413,13K/MTH - 16K/MTH,WEBi ENGLISH ,Shanghai,"Post time: May 15, 2017",Experience: Entry Level,Any education,Teaching Center
ESL/EFL in Nanjing Jiangsu Province,http://www.jobleadchina.com/job/489,10K/MTH - 16K/MTH,WEBi ENGLISH ,Nanjing,"Post time: May 15, 2017",Experience: Entry Level,Any education,Teaching Center
Teaching English in Beijing and other cities good ,http://www.jobleadchina.com/job/672,9000K/MTH - 15000K/MTH,ESL JOB IN CHINA,Beijing,"Post time: May 15, 2017",Experience: Entry Level,Any education,Teaching Center
English Teacher,http://www.jobleadchina.com/job/671,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 15, 2017",Experience: Associate,Bachelor,Teaching Center
English Teacher,http://www.jobleadchina.com/job/669,8K/MTH - 16K/MTH,Zhejiang Commercial Human Resources Center,Hangzhou,"Post time: May 12, 2017",Experience: Entry Level,Bachelor,Others
English Teacher,http://www.jobleadchina.com/job/666,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 12, 2017",Experience: Associate,Bachelor,Teaching Center
Home-based Online ESL Teacher for Kids,http://www.jobleadchina.com/job/659,2K/MTH - 20K/MTH,UUABC,Others,"Post time: May 11, 2017",Experience: Entry Level,Bachelor,Teaching Center
Coach,http://www.jobleadchina.com/job/617,12K/MTH - 20K/MTH,澳睿跑 readysteadygokids,Beijing,"Post time: May 11, 2017",Experience: Entry Level,Any education,School
Teacher Hunter,http://www.jobleadchina.com/job/652,10K/MTH - 20K/MTH,DaDaABC,Shanghai,"Post time: May 10, 2017",Experience: Entry Level,Bachelor,Teaching Center
"ESL/EFL in Shanghai, suburb area",http://www.jobleadchina.com/job/368,15K/MTH - 18K/MTH,WEBi ENGLISH ,Shanghai,"Post time: May 10, 2017",Experience: Entry Level,Any education,Teaching Center
"ESL/EFL in Jinan, Shandong Province",http://www.jobleadchina.com/job/390,8K/MTH - 13K/MTH,WEBi ENGLISH ,Others,"Post time: May 10, 2017",Experience: Entry Level,Any education,Teaching Center
"ESL/EFL in Qingdao, Shandong Province",http://www.jobleadchina.com/job/437,9K/MTH - 15K/MTH,WEBi ENGLISH ,Qingdao,"Post time: May 10, 2017",Experience: Entry Level,Any education,Teaching Center
"Online English teacher for kids, SOHO-WORK",http://www.jobleadchina.com/job/649,3K/MTH - 12K/MTH,WEBi ENGLISH ,Shanghai,"Post time: May 10, 2017",Experience: Entry Level,Bachelor,Teaching Center
English Play Ranger,http://www.jobleadchina.com/job/648,12000K/MTH - 20000K/MTH,Kerry Kidz,Others,"Post time: May 09, 2017",Experience: Associate,Bachelor,Teaching Center
(work anywhere) Native Part-time Online ESL Teache,http://www.jobleadchina.com/job/644,10K/MTH - 15K/MTH,Koolearn.com,Shenzhen,"Post time: May 09, 2017",Experience: Entry Level,Any education,School
English Teacher,http://www.jobleadchina.com/job/643,12K/MTH - 18K/MTH,Wilshire Global Consulting,Beijing,"Post time: May 09, 2017",Experience: Associate,Bachelor,Teaching Center
